X,Y,METER_ID,STREET_ADD,STATUS,LATITUDE,LONGITUDE,LONLATCONC
6051714.0032964796,2126721.6671488881,380293,0293 38th St Oakland CA,,37.82238518,-122.26564230,"-122.2656423, 37.82238518"
6051670.7963618934,2126679.3693332076,380295,0295 38th St Oakland CA,,37.82226680,-122.26578910,"-122.2657891, 37.8222668"
6051695.4859450608,2126727.806900382,380300,0300 38th St Oakland CA,,37.82240108,-122.26570680,"-122.2657068, 37.82240108"
6051674.7861833125,2126734.6510467976,380301,0301 38th St Oakland CA,,37.82241880,-122.26577890,"-122.2657789, 37.8224188"
6051620.0861614794,2126695.6770433784,380302,0302 38th St Oakland CA,,37.82230895,-122.26596570,"-122.2659657, 37.82230895"
6051653.5959369838,2126741.5263611376,380303,0303 38th St Oakland CA,,37.82243658,-122.26585270,"-122.2658527, 37.82243658"
6051602.79124856,2126700.7669282109,380310,0310 38th St Oakland CA,,37.82232203,-122.26602590,"-122.2660259, 37.82232203"
6051632.5106773078,2126747.8383563757,380314,0314 38th St Oakland CA,,37.82245282,-122.26592610,"-122.2659261, 37.82245282"
6051614.1737717241,2126754.3573722094,380315,0315 38th St Oakland CA,,37.82246977,-122.26599000,"-122.26599, 37.82246977"
6051409.5291678905,2126809.6551618874,380316,0316 38th St Oakland CA,,37.82261100,-122.26670200,"-122.266702, 37.822611"
6051462.0861493945,2126803.9573386312,380317,0317 38th St Oakland CA,,37.82259808,-122.26651970,"-122.2665197, 37.82259808"
6051442.1016093045,2126810.4202522188,400300,0300 40th St Oakland CA,,37.82261479,-122.26658930,"-122.2665893, 37.82261479"
6051421.3703515679,2126817.1266036332,400302,0302 40th St Oakland CA,,37.82263213,-122.26666150,"-122.2666615, 37.82263213"
6051401.3858114779,2126823.5895172209,400304,0304 40th St Oakland CA,,37.82264884,-122.26673110,"-122.2667311, 37.82264884"
6051450.0838768184,2126771.1119318753,400323,0323 40th St Oakland CA,,37.82250727,-122.26655910,"-122.2665591, 37.82250727"
6051379.1043599844,2126830.7916025519,400325,0325 40th St Oakland CA,,37.82266746,-122.26680870,"-122.2668087, 37.82266746"
6051429.0491419733,2126778.5741872936,400327,0327 40th St Oakland CA,,37.82252667,-122.26663240,"-122.2666324, 37.82252667"
6051361.4170593917,2126836.5156724602,400328,0328 40th St Oakland CA,,37.82268226,-122.26687030,"-122.2668703, 37.82268226"
6051953.097306475,2127737.7094081342,400329,0329 40th St Oakland CA,,37.82518744,-122.26488100,"-122.264881, 37.82518744"
6051889.1112139821,2127757.6286596358,400330,0330 40th St Oakland CA,,37.82523882,-122.26510380,"-122.2651038, 37.82523882"
6051869.9859241396,2127763.6706423014,400331,0331 40th St Oakland CA,,37.82525442,-122.26517040,"-122.2651704, 37.82525442"
6051848.7631975561,2127770.302190721,400332,0332 40th St Oakland CA,,37.82527153,-122.26524430,"-122.2652443, 37.82527153"
6054168.8343448043,2127921.8688167185,400333,0333 40th St Oakland CA,,37.82580761,-122.25722280,"-122.2572228, 37.82580761"
6054153.3353600651,2127884.1385772079,400334,0334 40th St Oakland CA,,37.82570321,-122.25727400,"-122.257274, 37.82570321"
6054146.7192315608,2127933.3153161258,400335,0335 40th St Oakland CA,,37.82583790,-122.25730010,"-122.2573001, 37.8258379"
6054133.1267390549,2127894.0414445549,400336,0336 40th St Oakland CA,,37.82572936,-122.25734460,"-122.2573446, 37.82572936"
6054130.4374399781,2127941.5931867212,400350,0350 40th St Oakland CA,,37.82585979,-122.25735700,"-122.257357, 37.82585979"
6054115.0910139829,2127904.2789568752,400352,0352 40th St Oakland CA,,37.82575654,-122.25740770,"-122.2574077, 37.82575654"
6054096.1625741422,2127914.6680437177,400358,0358 40th St Oakland CA,,37.82578409,-122.25747390,"-122.2574739, 37.82578409"
6054021.7303083092,2128112.0833313018,400360,0360 40th St Oakland CA,,37.82632232,-122.25774440,"-122.2577444, 37.82632232"
6054006.4895251393,2128066.5801414698,400370,0370 40th St Oakland CA,,37.82619659,-122.25779420,"-122.2577942, 37.82619659"
6054003.6798194796,2128115.3759756386,400372,0372 40th St Oakland CA,,37.82633043,-122.25780710,"-122.2578071, 37.82633043"
6053985.8852356523,2128069.2435219586,400374,0374 40th St Oakland CA,,37.82620284,-122.25786570,"-122.2578657, 37.82620284"
6053907.0717449784,2128130.2653815448,400376,0376 40th St Oakland CA,,37.82636633,-122.25814250,"-122.2581425, 37.82636633"
6053828.1247243881,2128142.6561048031,400378,0378 40th St Oakland CA,,37.82639628,-122.25841660,"-122.2584166, 37.82639628"
6053859.9379809797,2128089.3130356371,400380,0380 40th St Oakland CA,,37.82625145,-122.25830300,"-122.258303, 37.82625145"
6053844.3113718182,2128140.1160836369,400382,0382 40th St Oakland CA,,37.82639014,-122.25836040,"-122.2583604, 37.82639014"
6053817.4797325581,2128095.7775896341,400384,0384 40th St Oakland CA,,37.82626701,-122.25845040,"-122.2584504, 37.82626701"
6054287.9262982309,2128635.194489792,400400,0400 40th St Oakland CA,,37.82777242,-122.25685690,"-122.2568569, 37.82777242"
6054272.5395179838,2128646.4966325462,400402,0402 40th St Oakland CA,,37.82780266,-122.25691090,"-122.2569109, 37.82780266"
6054255.6140268892,2128658.9237730503,400404,0404 40th St Oakland CA,,37.82783591,-122.25697030,"-122.2569703, 37.82783591"
6054161.5574564785,2128614.2191380411,400406,0406 40th St Oakland CA,,37.82770831,-122.25729300,"-122.257293, 37.82770831"
6054142.7008668929,2128623.7945782095,400412,0412 40th St Oakland CA,,37.82773363,-122.25735890,"-122.2573589, 37.82773363"
6054123.7058261484,2128633.6823537201,400414,0414 40th St Oakland CA,,37.82775980,-122.25742530,"-122.2574253, 37.8277598"
6054143.3878733963,2128717.2911103815,400416,0416 40th St Oakland CA,,37.82799039,-122.25736260,"-122.2573626, 37.82799039"
6054103.9962198883,2128643.9730155468,410300,0300 41st St Oakland CA,,37.82778704,-122.25749420,"-122.2574942, 37.82778704"
6054124.0207861513,2128727.3530981243,410301,0301 41st St Oakland CA,,37.82801702,-122.25743030,"-122.2574303, 37.82801702"
6054084.772176981,2128653.9815257192,410302,0302 41st St Oakland CA,,37.82781353,-122.25756140,"-122.2575614, 37.82781353"
6054104.1628862321,2128737.457080543,410303,0303 41st St Oakland CA,NO METER FOUND,37.82804374,-122.25749970,"-122.2574997, 37.82804374"
6054064.6501699835,2128663.8538812995,410303,0303 41st St Oakland CA,,37.82783960,-122.25763170,"-122.2576317, 37.8278396"
6054084.8525573909,2128747.4672311246,410304,0304 41st St Oakland CA,NO METER FOUND,37.82807023,-122.25756720,"-122.2575672, 37.82807023"
6054044.6334777325,2128674.7147519588,410310,0310 41st St Oakland CA,NO METER FOUND,37.82786839,-122.25770170,"-122.2577017, 37.82786839"
6054067.4690619856,2128757.0115033835,410312,0312 41st St Oakland CA,NO METER FOUND,37.82809554,-122.25762800,"-122.257628, 37.82809554"
6053967.0217563063,2128805.7659990489,410332,0332 41st St Oakland CA,,37.82822423,-122.25797890,"-122.2579789, 37.82822423"
6053947.9729098976,2128812.7774679661,410334,0334 41st St Oakland CA,,37.82824250,-122.25804530,"-122.2580453, 37.8282425"
6053894.4474263936,2128828.2157572955,410336,0336 41st St Oakland CA,,37.82828213,-122.25823160,"-122.2582316, 37.82828213"
6053875.9540250599,2128832.4965886325,510500,0500 51st St Oakland CA,,37.82829293,-122.25829590,"-122.2582959, 37.82829293"
6053693.5282088071,2128872.0673756301,510502,0502 51st St Oakland CA,,37.82839217,-122.25893000,"-122.25893, 37.82839217"
6053674.3451763093,2128876.5430884659,510504,0504 51st St Oakland CA,,37.82840347,-122.25899670,"-122.2589967, 37.82840347"
6053652.8888543993,2128881.4807426333,510510,0510 51st St Oakland CA,,37.82841592,-122.25907130,"-122.2590713, 37.82841592"
6053631.4249865562,2128886.0322427154,510512,0512 51st St Oakland CA,,37.82842731,-122.25914590,"-122.2591459, 37.82842731"
6053610.1681393087,2128890.8383354694,510514,0514 51st St Oakland CA,,37.82843941,-122.25921980,"-122.2592198, 37.82843941"
6053590.8095822334,2128895.1939698011,510516,0516 51st St Oakland CA,,37.82845037,-122.25928710,"-122.2592871, 37.82845037"
6053567.0730811507,2128900.2510462999,520501,0501 52nd St Oakland CA,NO METER FOUND,37.82846303,-122.25936960,"-122.2593696, 37.82846303"
6053545.2955656499,2128904.9977559596,520503,0503 52nd St Oakland CA,NO METER FOUND,37.82847494,-122.25944530,"-122.2594453, 37.82847494"
too_big,too_big,520505,0505 52nd St Oakland CA,NO METER FOUND,0.00000000,0.00000000,","
6053376.5107982308,2128941.7939422131,520511,0511 52nd St Oakland CA,NO METER FOUND,37.82856726,-122.26003200,"-122.260032, 37.82856726"
6053354.2067089826,2128946.2014137208,520513,0513 52nd St Oakland CA,NO METER FOUND,37.82857821,-122.26010950,"-122.2601095, 37.82857821"
6053332.6962533146,2128951.3369021267,520515,0515 52nd St Oakland CA,NO METER FOUND,37.82859120,-122.26018430,"-122.2601843, 37.8285912"
6053277.2078472227,2128963.7581371367,520705,0705 52nd St Oakland CA,NO METER FOUND,37.82862244,-122.26037720,"-122.2603772, 37.82862244"
6053257.3004067242,2128968.0986796319,520707,0707 52nd St Oakland CA,NO METER FOUND,37.82863333,-122.26044640,"-122.2604464, 37.82863333"
6053243.0274693966,2128971.0074664652,520716,0716 52nd St Oakland CA,NO METER FOUND,37.82864058,-122.26049600,"-122.260496, 37.82864058"
6054441.7737595588,2128932.0705364645,520718,0718 52nd St Oakland CA,NO METER FOUND,37.82859552,-122.25634360,"-122.2563436, 37.82859552"
6054414.7039318085,2128890.3435858041,520720,0720 52nd St Oakland CA,NO METER FOUND,37.82847955,-122.25643460,"-122.2564346, 37.82847955"
6054420.8919115663,2128938.3841721267,550750,0750 55th St Oakland CA,NO METER FOUND,37.82861178,-122.25641630,"-122.2564163, 37.82861178"
6054270.506057471,2128987.4303338826,550752,0752 55th St Oakland CA,NO METER FOUND,37.82873870,-122.25694010,"-122.2569401, 37.8287387"
6054397.3132185638,2128896.4423268884,550754,0754 55th St Oakland CA,NO METER FOUND,37.82849540,-122.25649520,"-122.2564952, 37.8284954"
6054248.9670585543,2128994.1389818788,550756,0756 55th St Oakland CA,NO METER FOUND,37.82875601,-122.25701510,"-122.2570151, 37.82875601"
6054227.4333089739,2129001.1094403863,560755,0755 56th St Oakland CA,NO METER FOUND,37.82877404,-122.25709010,"-122.2570901, 37.82877404"
6054389.3407935649,2128930.3159468025,560757,0757 56th St Oakland CA,NO METER FOUND,37.82858800,-122.25652500,"-122.256525, 37.828588"
6054270.506057471,2128987.4303338826,560759,0759 56th St Oakland CA,NO METER FOUND,37.82873870,-122.25694010,"-122.2569401, 37.8287387"
6054248.9670585543,2128994.1389818788,620302,0302 62nd St Oakland CA,,37.82875601,-122.25701510,"-122.2570151, 37.82875601"
6054227.4333089739,2129001.1094403863,620304,0304 62nd St Oakland CA,,37.82877404,-122.25709010,"-122.2570901, 37.82877404"
6052703.1010558158,2132187.8543792218,620306,0306 62nd St Oakland CA,,37.83744556,-122.26257490,"-122.2625749, 37.83744556"
6052682.2710449845,2132196.7579047084,620307,0307 62nd St Oakland CA,,37.83746893,-122.26264760,"-122.2626476, 37.83746893"
6052664.737615481,2132205.8868234605,620309,0309 62nd St Oakland CA,,37.83749309,-122.26270890,"-122.2627089, 37.83749309"
6052615.6661913097,2132242.7023666352,620311,0311 62nd St Oakland CA,,37.83759164,-122.26288120,"-122.2628812, 37.83759164"
6052599.7236378938,2132258.0875064582,1000044,,,37.83763306,-122.26293740,"-122.2629374, 37.83763306"
6052583.0862039775,2132274.8988245428,1000046,,,37.83767836,-122.26299610,"-122.2629961, 37.83767836"
6052569.9805871397,2132287.5464370549,2005101,,,37.83771241,-122.26304230,"-122.2630423, 37.83771241"
6052630.0749551505,2132360.5597424656,3400378,,,37.83791600,-122.26283900,"-122.262839, 37.837916"
6052629.4975284785,2132360.5705692172,3400380,,,37.83791600,-122.26284100,"-122.262841, 37.837916"
6052628.9201018065,2132360.5813959688,3400382,,,37.83791600,-122.26284300,"-122.262843, 37.837916"
6052626.891890645,2132360.2556092143,3400384,,,37.83791500,-122.26285000,"-122.26285, 37.837915"
6052626.3147920668,2132360.266107887,3400394,,,37.83791500,-122.26285200,"-122.262852, 37.837915"
6052625.737037316,2132360.2772627175,3400396,,,37.83791500,-122.26285400,"-122.262854, 37.837915"
6051493.7005874813,2132200.9888673872,3400398,,,37.83741900,-122.26676300,"-122.266763, 37.837419"
6051482.4128803909,2132199.7454315424,10250-2,,,37.83741500,-122.26680200,"-122.266802, 37.837415"
6051453.663922146,2132206.8435144722,10250-4,,,37.83743300,-122.26690200,"-122.266902, 37.837433"
6051446.1363781393,2132205.8930570483,10300-1,,,37.83743000,-122.26692800,"-122.266928, 37.83743"
6051438.3132310659,2132204.5840045512,10300-2,,,37.83742600,-122.26695500,"-122.266955, 37.837426"
6050944.5661870688,2133129.4873384684,10500-1,,,37.83994000,-122.26872500,"-122.268725, 37.83994"
6050904.8881168067,2133123.6819038838,10500-2,,,37.83992200,-122.26886200,"-122.268862, 37.839922"
6050895.0374147296,2133122.0470646322,10500-3,,,37.83991700,-122.26889600,"-122.268896, 37.839917"
6050884.9045609832,2133120.7816472203,10550-1,0560 10th St Oakland CA,,37.83991300,-122.26893100,"-122.268931, 37.839913"
6050923.6265963912,2133412.1311301291,10550-3,0580 10th St Oakland CA,,37.84071500,-122.26881600,"-122.268816, 37.840715"
6050903.9317538887,2133409.2252960503,11300-1,11th St Oakland CA,,37.84070600,-122.26888400,"-122.268884, 37.840706"
6050890.6099301428,2133407.2922290415,11300-2,11th St Oakland CA,,37.84070000,-122.26893000,"-122.26893, 37.8407"
6055681.7430643886,2136504.6151026338,11300-3,11th St Oakland CA,,37.84945222,-122.25254200,"-122.252542, 37.84945222"
6055693.9297198057,2136492.2883556336,11350-2,11th St Oakland CA,,37.84941900,-122.25249900,"-122.252499, 37.849419"
6055639.2100129724,2136498.699760139,11550-1,11th St Oakland CA,,37.84943379,-122.25268890,"-122.2526889, 37.84943379"
6055632.6512990594,2136458.4265467077,11550-1,11th St Oakland CA,,37.84932287,-122.25270900,"-122.252709, 37.84932287"
6055612.5837538987,2136455.4993872195,11575-1,575 11th St Oakland CA,,37.84931380,-122.25277830,"-122.2527783, 37.8493138"
6055591.0073534846,2136452.1995250434,12100-1,,,37.84930363,-122.25285280,"-122.2528528, 37.84930363"
6052337.3163543046,2117737.8271769583,12100-2,,,37.79774933,-122.26289880,"-122.2628988, 37.79774933"
6052319.6730168909,2117747.762852639,12100-3,,,37.79777570,-122.26296050,"-122.2629605, 37.7977757"
6050415.4130458981,2122070.3880656362,12150-1,,,37.80954621,-122.26983290,"-122.2698329, 37.80954621"
6052490.7067955583,2126687.8552086353,12150-2,,,37.82233255,-122.26295150,"-122.2629515, 37.82233255"
6052468.8157632351,2126688.2095386386,12150-4,,,37.82233239,-122.26302730,"-122.2630273, 37.82233239"
6052448.6520896405,2126686.7174156308,12200-?,,,37.82232725,-122.26309700,"-122.263097, 37.82232725"
6052403.2784927338,2126675.0150112212,12300-1,,,37.82229277,-122.26325330,"-122.2632533, 37.82229277"
6052363.932770893,2126653.5885448754,12300-2,,,37.82223190,-122.26338810,"-122.2633881, 37.8222319"
6052346.7182383984,2126639.9789920449,12550-1,,,37.82219364,-122.26344680,"-122.2634468, 37.82219364"
6052331.7609192282,2126628.0859712213,12550-3,,,37.82216021,-122.26349780,"-122.2634978, 37.82216021"
6050702.4101753086,2118583.0669562966,13100-1,,,37.79998551,-122.26861150,"-122.2686115, 37.79998551"
6050641.8722386509,2118613.7906481326,13100-2,,,37.80006673,-122.26882300,"-122.268823, 37.80006673"
6050320.2875799835,2118710.889535293,13100-3,,,37.80031665,-122.26994220,"-122.2699422, 37.80031665"
6050345.1428452283,2118766.0780732185,13150-1,,,37.80046948,-122.26985980,"-122.2698598, 37.80046948"
6048994.6078166515,2119397.709027797,13150-2,,,37.80213360,-122.27457480,"-122.2745748, 37.8021336"
6048942.123997733,2119481.1274961382,13150-4,,,37.80235992,-122.27476190,"-122.2747619, 37.80235992"
6048884.7694536448,2119455.5133741349,13250-1,,,37.80228660,-122.27495870,"-122.2749587, 37.8022866"
6048677.169803232,2119566.377653718,13250-2,,,37.80258020,-122.27568440,"-122.2756844, 37.8025802"
6048536.4131949842,2119639.388334468,13250-4,,,37.80277334,-122.27617630,"-122.2761763, 37.80277334"
6050491.2865818143,2118939.2755614668,1350-2,,,37.80095264,-122.26936540,"-122.2693654, 37.80095264"
6050561.4508115649,2118968.3985347152,1350-4,,,37.80103625,-122.26912450,"-122.2691245, 37.80103625"
6050391.476742059,2118991.2823472172,14100-1,,,37.80109026,-122.26971420,"-122.2697142, 37.80109026"
6050138.3847285658,2119187.7166656256,14100-2/?,,,37.80161649,-122.27060290,"-122.2706029, 37.80161649"
6048731.0528975576,2119850.6753134578,14150-1,,,37.80336364,-122.27551660,"-122.2755166, 37.80336364"
6048731.816019401,2119851.3016245514,14150-2,,,37.80336540,-122.27551400,"-122.275514, 37.8033654"
6048721.7402521521,2119883.7598929703,14200-1,,,37.80345400,-122.27555100,"-122.275551, 37.803454"
6052006.8029077351,2118470.4277458787,14200-2,,,37.79974383,-122.26409030,"-122.2640903, 37.79974383"
6051901.6620418876,2118587.8540202081,143200-2,,,37.80006082,-122.26446180,"-122.2644618, 37.80006082"
6051865.0361308903,2118544.2668370456,143200-3,,,37.79993924,-122.26458570,"-122.2645857, 37.79993924"
6051592.2371358126,2118684.8682618886,143200-4,,,37.80031118,-122.26553890,"-122.2655389, 37.80031118"
6051663.7707853913,2118711.5575129688,21350-1,,,37.80038817,-122.26529310,"-122.2652931, 37.80038817"
6051546.067608729,2118772.5980733037,23A1401,1401 23rd Ave Oakland CA,NO METER FOUND,37.80054968,-122.26570440,"-122.2657044, 37.80054968"
6051271.8447319716,2118851.3508685529,23A1402,1402 23rd Ave Oakland CA,,37.80075171,-122.26665850,"-122.2666585, 37.80075171"
6050592.0931387246,2119204.4065928757,23A1403,1403 23rd Ave Oakland CA,NO METER FOUND,37.80168588,-122.26903390,"-122.2690339, 37.80168588"
6050562.1401146501,2119283.0366849601,23A1404,1404 23rd Ave Oakland CA,,37.80190023,-122.26914270,"-122.2691427, 37.80190023"
6051592.2371358126,2118684.8682618886,23A1405,1405 23rd Ave Oakland CA,,37.80031118,-122.26553890,"-122.2655389, 37.80031118"
too_big,too_big,23A1406,1406 23rd Ave Oakland CA,,0.00000000,0.00000000,","
6052104.3899828941,2118732.5804367959,23A1407,1407 23rd Ave Oakland CA,,37.80046871,-122.26376970,"-122.2637697, 37.80046871"
6052076.6590672284,2118815.9339446276,23A1408,1408 23rd Ave Oakland CA,,37.80069615,-122.26387110,"-122.2638711, 37.80069615"
6051997.473530069,2118787.9566383809,23A1409,1409 23rd Ave Oakland CA,NO METER FOUND,37.80061523,-122.26414330,"-122.2641433, 37.80061523"
6051783.0750087351,2118899.3146833777,23A1410,1410 23rd Ave Oakland CA,,37.80090990,-122.26489250,"-122.2648925, 37.8009099"
6051789.5749957263,2118962.0219070464,23A1411,1411 23rd Ave Oakland CA,,37.80108242,-122.26487410,"-122.2648741, 37.80108242"
6051687.9967868179,2119015.3938475549,23A1412,1412 23rd Ave Oakland CA,NO METER FOUND,37.80122371,-122.26522910,"-122.2652291, 37.80122371"
6051014.0552213043,2119301.2604018003,23A1413,1413 23rd Ave Oakland CA,,37.80197372,-122.26758000,"-122.26758, 37.80197372"
6051131.2288714796,2119302.656396389,23A1414,1414 23rd Ave Oakland CA,,37.80198363,-122.26717460,"-122.2671746, 37.80198363"
6051044.4905278981,2119347.5313066244,23A1415,1415 23rd Ave Oakland CA,,37.80210235,-122.26747770,"-122.2674777, 37.80210235"
6052418.4067433178,2118635.3542532921,23A1416,1416 23rd Ave Oakland CA,,37.80021799,-122.26267670,"-122.2626767, 37.80021799"
6052340.6664132327,2118676.4496435523,23A1417,1417 23rd Ave Oakland CA,,37.80032681,-122.26294840,"-122.2629484, 37.80032681"
6052080.3982329816,2119129.2686198056,23A1418,1418 23rd Ave Oakland CA,,37.80155671,-122.26387860,"-122.2638786, 37.80155671"
6052145.9397685677,2119094.1748579592,23A1419,1419 23rd Ave Oakland CA,,37.80146374,-122.26364950,"-122.2636495, 37.80146374"
6051942.2708845586,2119133.861458376,23A1420,1420 23rd Ave Oakland CA,,37.80156217,-122.26435690,"-122.2643569, 37.80156217"
6051927.1826601475,2119207.2162985504,23A1421,1421 23rd Ave Oakland CA,,37.80176281,-122.26441390,"-122.2644139, 37.80176281"
6051437.1176953912,2119395.3796361387,23A1422,1422 23rd Ave Oakland CA,,37.80225409,-122.26612210,"-122.2661221, 37.80225409"
6051468.1127121449,2119445.3040769696,23A1424,1424 23rd Ave Oakland CA,NO METER FOUND,37.80239278,-122.26601810,"-122.2660181, 37.80239278"
6063085.9789120555,2110139.3180958033,25A0470,0470 25th Ave Oakland CA,NO METER FOUND,37.77743502,-122.22521910,"-122.2252191, 37.77743502"
6063167.4682503939,2109998.3593882173,25A0472,0472 25th Ave Oakland CA,NO METER FOUND,37.77705209,-122.22492820,"-122.2249282, 37.77705209"
6063230.9271129817,2110049.0636831373,31A1400,1400 31st Ave Oakland CA,,37.77719453,-122.22471190,"-122.2247119, 37.77719453"
6051393.8169289827,2122145.4059602171,31A1402,1402 31st Ave Oakland CA,,37.80980296,-122.26645160,"-122.2664516, 37.80980296"
6060026.7753848135,2112378.0780539662,31A1403,1403 31st Ave Oakland CA,,37.78342700,-122.23594600,"-122.235946, 37.783427"
6060106.6603956521,2112437.021505639,31A1404,1404 31st Ave Oakland CA,,37.78359292,-122.23567340,"-122.2356734, 37.78359292"
6060050.7602449805,2112408.9526641369,31A1405,1405 31st Ave Oakland CA,,37.78351300,-122.23586500,"-122.235865, 37.783513"
6060120.902493149,2112455.3088706285,31A1407,1407 31st Ave Oakland CA,,37.78364386,-122.23562530,"-122.2356253, 37.78364386"
6060091.592512399,2112489.5066368878,31A1409,1409 31st Ave Oakland CA,,37.78373627,-122.23572890,"-122.2357289, 37.78373627"
6060134.9313364774,2112473.0138877183,33A1205,1205 33rd Ave Oakland CA,,37.78369319,-122.23557790,"-122.2355779, 37.78369319"
6060102.1830423921,2112502.6030673832,33A1206,1206 33rd Ave Oakland CA,NO METER FOUND,37.78377277,-122.23569310,"-122.2356931, 37.78377277"
6060149.0234998912,2112491.0164763778,33A1207,1207 33rd Ave Oakland CA,,37.78374334,-122.23553030,"-122.2355303, 37.78374334"
6060102.8831722289,2112476.4525291324,33A1208,1208 33rd Ave Oakland CA,,37.78370100,-122.23568900,"-122.235689, 37.783701"
6060161.1645517349,2112506.6840959638,33A1210,1210 33rd Ave Oakland CA,,37.78378698,-122.23548930,"-122.2354893, 37.78378698"
6060130.5392848998,2112538.5285204649,33A1214,1214 33rd Ave Oakland CA,,37.78387286,-122.23559730,"-122.2355973, 37.78387286"
6060096.0334483981,2112449.994248718,33A1215,1215 33rd Ave Oakland CA,,37.78362800,-122.23571100,"-122.235711, 37.783628"
6060142.7620294839,2112553.9359699637,33A1216,1216 33rd Ave Oakland CA,,37.78391579,-122.23555600,"-122.235556, 37.78391579"
6060192.2566811442,2112546.7650525421,33A1217,1217 33rd Ave Oakland CA,,37.78389862,-122.23538430,"-122.2353843, 37.78389862"
6060154.9463883042,2112570.3788504601,33A1218,1218 33rd Ave Oakland CA,,37.78396156,-122.23551490,"-122.2355149, 37.78396156"
6060205.6142659783,2112564.133128047,33A1219,1219 33rd Ave Oakland CA,,37.78394699,-122.23533920,"-122.2353392, 37.78394699"
6060167.5264156461,2112586.3263251334,34A1402,1402 34th Ave Oakland CA,,37.78400599,-122.23547240,"-122.2354724, 37.78400599"
6060219.0830710679,2112581.2475951314,34A1403,1403 34th Ave Oakland CA,,37.78399467,-122.23529370,"-122.2352937, 37.78399467"
6060180.0696976483,2112601.8774751276,34A1404,1404 34th Ave Oakland CA,,37.78404933,-122.23543000,"-122.23543, 37.78404933"
6060232.3359973133,2112597.6668536365,34A1405,1405 34th Ave Oakland CA,,37.78404043,-122.23524890,"-122.2352489, 37.78404043"
6060191.6352913082,2112616.1244938821,34A1406,1406 34th Ave Oakland CA,,37.78408904,-122.23539090,"-122.2353909, 37.78408904"
6060244.3530336469,2112612.874500379,34A1407,1407 34th Ave Oakland CA,,37.78408280,-122.23520830,"-122.2352083, 37.7840828"
6060233.9731331468,2112469.287189126,34A1409,1409 34th Ave Oakland CA,,37.78368800,-122.23523500,"-122.235235, 37.783688"
6051272.3594947308,2123844.4685069621,34A1415,1415 34th Ave Oakland CA,,37.81446200,-122.26698300,"-122.266983, 37.814462"
6051248.1951729804,2123850.0232858807,34A1416,1416 34th Ave Oakland CA,,37.81447600,-122.26706700,"-122.267067, 37.814476"
6062724.3894121498,2110405.5006342977,34A1419,1419 34th Ave Oakland CA,,37.77814761,-122.22648700,"-122.226487, 37.77814761"
6062730.6072474718,2110421.3404976279,34A1420,1420 34th Ave Oakland CA,,37.77819142,-122.22646650,"-122.2264665, 37.77819142"
6062701.202450648,2110436.5855458826,34A1421,1421 34th Ave Oakland CA,,37.77823179,-122.22656920,"-122.2265692, 37.77823179"
6062740.032753557,2110443.3854010552,34A1424,1424 34th Ave Oakland CA,,37.77825243,-122.22643530,"-122.2264353, 37.77825243"
6062710.2864219844,2110458.9424565434,35A1403,1403 35th Ave Oakland CA,,37.77829364,-122.22653920,"-122.2265392, 37.77829364"
6062718.6335181445,2110478.9312617183,35A1405,1405 35th Ave Oakland CA,,37.77834895,-122.22651160,"-122.2265116, 37.77834895"
6062726.5928198099,2110496.7242051363,35A1407,1407 35th Ave Oakland CA,,37.77839821,-122.22648520,"-122.2264852, 37.77839821"
6063128.6304015666,2109768.5324200541,35A1409,1409 35th Ave Oakland CA,,37.77641905,-122.22504790,"-122.2250479, 37.77641905"
6063200.6528953165,2109835.2891763002,35A1412,1412 35th Ave Oakland CA,,37.77660600,-122.22480300,"-122.224803, 37.776606"
6063146.1090411395,2109796.2124827951,35A1414,1414 35th Ave Oakland CA,NO METER FOUND,37.77649594,-122.22498920,"-122.2249892, 37.77649594"
6063198.9104447216,2109806.6163333803,38A1413,1413 38th Ave Oakland CA,,37.77652718,-122.22480720,"-122.2248072, 37.77652718"
6063211.0154073983,2109825.0647872984,38A1414,1414 38th Ave Oakland CA,,37.77657845,-122.22476650,"-122.2247665, 37.77657845"
6063239.157411471,2109869.8432410508,38A1416,1416 38th Ave Oakland CA,,37.77670283,-122.22467200,"-122.224672, 37.77670283"
6063200.0288808048,2109882.9793696254,38A1417,1417 38th Ave Oakland CA,,37.77673692,-122.22480820,"-122.2248082, 37.77673692"
6063249.0330478996,2109884.9603368044,38A1418,1418 38th Ave Oakland CA,,37.77674484,-122.22463880,"-122.2246388, 37.77674484"
6063211.2155382335,2109900.2175241262,38A1419,1419 38th Ave Oakland CA,,37.77678482,-122.22477060,"-122.2247706, 37.77678482"
6063259.2754814774,2109902.7440938801,38A1421,1421 38th Ave Oakland CA,,37.77679419,-122.22460450,"-122.2246045, 37.77679419"
6063222.8713548183,2109917.8185387999,38A1422,1422 38th Ave Oakland CA,,37.77683374,-122.22473140,"-122.2247314, 37.77683374"
6063528.8730393946,2109914.6456448883,38A1424,1424 38th Ave Oakland CA,,37.77684051,-122.22367260,"-122.2236726, 37.77684051"
6063485.4151210636,2109923.4290918857,39A3602,3602 39th Ave Oakland CA,,37.77686243,-122.22382350,"-122.2238235, 37.77686243"
6063537.4347020686,2109935.3519683033,39A3603,3603 39th Ave Oakland CA,,37.77689780,-122.22364430,"-122.2236443, 37.7768978"
6063491.5752137303,2109937.7190895528,39A3604,3604 39th Ave Oakland CA,,37.77690198,-122.22380310,"-122.2238031, 37.77690198"
